02013090306,part01,chap02,sect0201,subsect020130,其他去骨牛肉之絞肉，生鮮或冷藏,"Ground meat from other meat of bovine animals, boneless, fresh or chilled",
02013090903,part01,chap02,sect0201,subsect020130,其他去骨牛肉，生鮮或冷藏,"Other meat of bovine animals, boneless, fresh or chilled",
02021010002,part01,chap02,sect0202,subsect020210,特殊品級冷凍屠體及半片屠體牛肉,"Special quality carcasses and half-carcasses of bovine animals, frozen",
02021090005,part01,chap02,sect0202,subsect020210,其他冷凍屠體及半片屠體牛肉,"Other carcasses and half-carcasses of bovine animals, frozen",
02022010000,part01,chap02,sect0202,subsect020220,特殊品級冷凍帶骨四分之一屠體牛肉及切割肉排（胸側肉、背脊肉、腰脊肉、上腿肉）,"Special quality beef quarter-carcasses and cuts of steaks (rib, loins, sirloins, rump), of bovine animals, with bone in, frozen",
02022020008,part01,chap02,sect0202,subsect020220,特選級或精選級肉牛切割之冷凍帶骨牛腩、牛腱,"Prime or choice grade shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, with bone in, frozen",
02022090101,part01,chap02,sect0202,subsect020220,其他冷凍帶骨切割牛肉排（胸側肉、背脊肉、腰脊肉、上腿肉）,"Other cuts of steaks (rib, loin, sirloin, rump), of bovine animals, with bone in, frozen",
02022090209,part01,chap02,sect0202,subsect020220,其他冷凍帶骨牛腩、牛腱,"Other shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, with bone in, frozen",
02022090904,part01,chap02,sect0202,subsect020220,其他冷凍帶骨切割牛肉,"Other cuts of bovine animals, with bone in, frozen",
02023010106,part01,chap02,sect0202,subsect020230,特殊品級冷凍去骨四分之一屠體牛肉及切割肉排（胸側肉、背脊肉、腰脊肉、上腿肉）之絞肉,"Ground meat from special quality beef quarter-carcasses and cuts of steaks (rib, loins, sirloins, rump), of bovine animals, boneless, frozen",
02023010909,part01,chap02,sect0202,subsect020230,其他特殊品級冷凍去骨四分之一屠體牛肉及切割肉排（胸側肉、背脊肉、腰脊肉、上腿肉）,"Other special quality beef quarter-carcasses and cuts of steaks (rib, loins, sirloins, rump), of bovine animals, boneless, frozen",
02023020104,part01,chap02,sect0202,subsect020230,特選級或精選級肉牛切割之冷凍去骨牛腩、牛腱之絞肉,"Ground meat from prime or choice grade shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, boneless, frozen",
02023020907,part01,chap02,sect0202,subsect020230,其他特選級或精選級肉牛切割之冷凍去骨牛腩、牛腱,"Other prime or choice grade shin/shank, short plate, brisket, ribs, rib finger, of bovine animals, boneless, frozen",
02023090109,part01,chap02,sect0202,subsect020230,其他冷凍去骨牛肉排（胸側肉、背脊肉、腰內肉、腰脊肉、上腿肉）,"Other cuts of steaks (rib, loin, fillet, sirloin, rump), of bovine animals, boneless, frozen",
02023090207,part01,chap02,sect0202,subsect020230,其他冷凍去骨牛腩、牛腱,"Other shin/shank, intercostals, short plate, brisket, ribs, rib finger, thin flank, of bovine animals, boneless, frozen",
02023090305,part01,chap02,sect0202,subsect020230,其他冷凍去骨牛肉之絞肉,"Ground meat from other meat of bovine animals, boneless, frozen",
02023090902,part01,chap02,sect0202,subsect020230,其他冷凍去骨牛肉,"Other meat of bovine animals, boneless, frozen",
02031100100,part01,chap02,sect0203,subsect020311,帶頭、皮、耳、尾及腳（不含內臟），重量不超過８公斤之整隻屠體豬肉，生鮮或冷藏,"Whole carcasses (including the head, skin, ears, tail and feet, no entrails) of swine, weighing not more than 8 kg, fresh or chilled",
02031100903,part01,chap02,sect0203,subsect020311,其他屠體及半片屠體豬肉，生鮮或冷藏,"Other carcasses and half-carcasses of swine, fresh or chilled",
02031200001,part01,chap02,sect0203,subsect020312,帶骨之豬腿肉、肩肉及其切割肉，生鮮或冷藏,"Hams, shoulders and cuts thereof, of swine, with bone in, fresh or chilled",
02031911001,part01,chap02,sect0203,subsect020319,去骨豬腹脇肉（包括腩排），生鮮或冷藏,"Belly(including spare ribs) of swine, boneless,  fresh or chilled",
02031919003,part01,chap02,sect0203,subsect020319,其他去骨豬肉，生鮮或冷藏,"Other meat of swine, boneless, fresh or chilled",
02031991004,part01,chap02,sect0203,subsect020319,帶骨豬腹脇肉（包括腩排），生鮮或冷藏,"Belly of swine (including spare ribs), with bone in,  fresh or chilled",
02031999006,part01,chap02,sect0203,subsect020319,其他帶骨豬肉，生鮮或冷藏,"Other meat of swine, with bone in, fresh or chilled",
02032100108,part01,chap02,sect0203,subsect020321,帶頭、皮、耳、尾及腳（不含內臟），重量不超過８公斤之整隻屠體豬肉，冷凍,"Whole carcasses (including the head, skin, ears, tail and feet, no entrails) of swine, weighing not more than 8 kg, frozen",
02032100901,part01,chap02,sect0203,subsect020321,其他冷凍屠體及半片屠體豬肉,"Other carcasses and half-carcasses of swine, frozen",
02032200009,part01,chap02,sect0203,subsect020322,冷凍帶骨之豬腿肉、肩肉及其切割肉,"Hams, shoulders and cuts thereof, of swine, with bone in, frozen",
02032911009,part01,chap02,sect0203,subsect020329,冷凍去骨豬腹脇肉（包括腩排）,"Belly(including spare ribs) of swine, boneless, frozen",
02032919109,part01,chap02,sect0203,subsect020329,冷凍去骨之豬後腿肉、肩胛肉、腰內肉、大里脊及其切割肉,"Hams, shoulders, tenderloin, loins and cuts thereof, boneless, of swine, frozen",
02032919902,part01,chap02,sect0203,subsect020329,其他冷凍去骨豬肉,"Other meat of swine, boneless, frozen",
02032991002,part01,chap02,sect0203,subsect020329,冷凍帶骨豬腹脇肉（包括腩排）,"Belly(including spare ribs) of swine, with bone in, frozen",
02032999004,part01,chap02,sect0203,subsect020329,其他冷凍帶骨豬肉,"Other meat of swine, with bone in, frozen",
02041000002,part01,chap02,sect0204,subsect020410,屠體及半片屠體小羊肉，生鮮或冷藏,"Carcasses and half-carcasses of lamb, fresh or chilled",
02042100009,part01,chap02,sect0204,subsect020421,屠體及半片屠體綿羊肉，生鮮或冷藏,"Carcasses and half-carcasses of sheep, fresh or chilled",
02042200008,part01,chap02,sect0204,subsect020422,其他帶骨切割綿羊肉，生鮮或冷藏,"Other cuts of sheep, with bone in, fresh or chilled",
02042300007,part01,chap02,sect0204,subsect020423,去骨綿羊肉，生鮮或冷藏,"Meat of sheep, boneless, fresh or chilled",
02043000008,part01,chap02,sect0204,subsect020430,冷凍屠體及半片屠體小羊肉,"Carcasses and half-carcasses of lamb, frozen",
02044100005,part01,chap02,sect0204,subsect020441,冷凍屠體及半片屠體綿羊肉,"Carcasses and half-carcasses of sheep, frozen",
02044200004,part01,chap02,sect0204,subsect020442,其他冷凍帶骨切割綿羊肉,"Other cuts of sheep, with bone in, frozen",
02044300003,part01,chap02,sect0204,subsect020443,冷凍去骨綿羊肉,"Meat of sheep, boneless, frozen",
02045000101,part01,chap02,sect0204,subsect020450,山羊肉，生鮮或冷藏,"Meat of goats, fresh or chilled",
02045000209,part01,chap02,sect0204,subsect020450,山羊肉，冷凍,"Meat of goats, frozen",
02050000003,part01,chap02,sect0205,subsect020500,肉類（馬、騾、驢及駃騠），生鮮、冷藏或冷凍,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",
02061010008,part01,chap02,sect0206,subsect020610,牛肉骨，生鮮或冷藏,"Bone with meat of bovine animals, fresh or chilled",
02061090118,part01,chap02,sect0206,subsect020610,食用牛舌，生鮮或冷藏,"Edible tongues of bovine animals, fresh or chilled",
02061090127,part01,chap02,sect0206,subsect020610,食用牛唇，生鮮或冷藏,"Edible lips of bovine animals, fresh or chilled",
02061090136,part01,chap02,sect0206,subsect020610,食用牛耳，生鮮或冷藏,"Edible ears of bovine animals, fresh or chilled",
02061090207,part01,chap02,sect0206,subsect020610,食用牛肝，生鮮或冷藏 ,"Edible livers of bovine animals, fresh or chilled",
02061090305,part01,chap02,sect0206,subsect020610,食用牛眼，生鮮或冷藏 ,"Edible eyes of bovine animals, fresh or chilled",
02061090403,part01,chap02,sect0206,subsect020610,食用牛腦、脊髓及頭顱，生鮮或冷藏,"Edible brains, spinal cords and skull of bovine animals, fresh or chilled ",
02061090500,part01,chap02,sect0206,subsect020610,食用牛心及肺，生鮮或冷藏,"Edible hearts and lungs of bovine animals, fresh or chilled",
02061090608,part01,chap02,sect0206,subsect020610,食用牛腎及脾臟，生鮮或冷藏,"Edible kidneys and spleens of bovine animals, fresh or chilled",
